E and M values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,E_mean,E_std,M_mean,M_std,E_stdstd,M_stdstd
1.0,10000,-2.007322981989384,0.00498025969980096,0.999321997243166,0.0012769849617514475,0.000625513308034658,0.00014830451713578226
1.01,10000,-2.0068043163299563,0.0052734379332027405,0.9991888857543468,0.0013578771990365355,0.0004950951658194924,0.00014699508973497374
1.02,10000,-2.006798034238815,0.0053416115465511225,0.9991828858077526,0.0013893730035911755,0.0005746484758217767,0.00015498709413235085
1.03,10000,-2.006378782105446,0.005877053729413385,0.9990799972176552,0.0015117711174649831,0.0005888810677951145,0.00017301164022253155
1.04,10000,-2.006382826590538,0.005653788713867514,0.999084441024065,0.0014494896057744612,0.0005859765337348903,0.00014977901622358915
1.05,10000,-2.0055196625709533,0.006382499013078392,0.9988571082532406,0.001650132459498751,0.000599260946598298,0.00015566975131648037
1.06,10000,-2.0060343324661254,0.006047088942924222,0.9989906637012959,0.0015639491099526419,0.0007173233074434949,0.00018367417333489656
1.07,10000,-2.0051502312898637,0.006885927628474359,0.9987584415793419,0.0017967784469643865,0.0007520576952366535,0.00019568771617692663
1.08,10000,-2.0046226987719535,0.007070585645876119,0.9986275526642799,0.0018381002195457443,0.000644043994751378,0.0001891089327037533
1.09,10000,-2.0043565806627273,0.007331339868644119,0.9985491081833839,0.001922729811977919,0.0006536586345598118,0.00019504359933365226
1.1,10000,-2.0039119483470915,0.007306380905969302,0.9984415526509285,0.0019068122283618701,0.0006975245717083757,0.00018609880533386334
1.11,10000,-2.0041601470708845,0.007500562667419961,0.9985057745695114,0.00195716736901384,0.000779573901437465,0.00021504776429222012
1.12,10000,-2.002668173789978,0.008350166049677466,0.9981086639463902,0.002221473704764845,0.0006679349892718523,0.00022936264435003496
1.13,10000,-2.0020603126049044,0.008552592645118104,0.997944886881113,0.002271826180401038,0.0007096779000918433,0.00021764972934777392
1.14,10000,-2.0021450169682504,0.00854688404221723,0.9979708869516849,0.0022646453105780564,0.0008480624217528844,0.0002048981437463399
1.15,10000,-2.0014761271238326,0.008796960285406169,0.997793109446764,0.0023347601633689347,0.0007258537918366886,0.00021320508107762191
1.16,10000,-2.001620215880871,0.008743547189008124,0.9978464424014092,0.0022932447525976026,0.0008526492944542521,0.0002081811423568249
1.17,10000,-2.000068497312069,0.009507731926729624,0.9974302204847336,0.002528001665657675,0.000828148209050318,0.00021541060958587844
1.18,10000,-1.9998216812849046,0.009803663903815589,0.9973708876252174,0.0026084105867050338,0.0008522378828845025,0.0002533991518312669
1.19,10000,-1.998830945301056,0.010453791510553246,0.9970973325014114,0.0028105952576120883,0.0009597161395294819,0.0003011496417077869
1.2,10000,-1.9987521829724313,0.010410919129867184,0.9970877764165401,0.0027695758194057037,0.0008253936926621465,0.0002482814168343497
1.21,10000,-1.9980196998596191,0.010643687653493378,0.9969062213778496,0.0028296277719777538,0.0009220238949926136,0.0002318374245853159
1.22,10000,-1.9979103379964829,0.010644078615362968,0.9968588887631893,0.002859952761431244,0.0008842175175499184,0.00027769344295019017
1.23,10000,-1.996025740301609,0.011383635292869515,0.9963546661317348,0.0030770239716058074,0.0009244602821132478,0.0002660703633591508
1.24,10000,-1.9961359129428864,0.011562113297048066,0.9963942222237587,0.003111401909784479,0.0009452888038895554,0.00028192494191612823
1.25,10000,-1.9946445577979088,0.011850387606547573,0.9959697778344154,0.003236560405432493,0.0008618370262381374,0.0002727345485784081
1.26,10000,-1.9934092579960823,0.012606257364928056,0.9956397778332233,0.0034679929595830246,0.0011458159182069438,0.00027654528233397234
1.27,10000,-1.9939566684126855,0.012212337637684227,0.9958031113266945,0.0033250183032586906,0.0010744343595703724,0.0002919736432578105
1.28,10000,-1.9929491961717605,0.01297436254780005,0.9955446663320064,0.0034864644874834745,0.0010568760801982744,0.0003091900797804928
1.29,10000,-1.9911014187693596,0.013421067393579055,0.9950335557579995,0.0037072653206970917,0.001157659014354277,0.0003491272335233554
1.3,10000,-1.99089921336174,0.014003213325139196,0.9949462220847607,0.003936041504559498,0.0011368767280186614,0.0004060987372019447
1.31,10000,-1.9890786679148673,0.014505569761346749,0.9944471108198166,0.0041041988536166096,0.0011451445332383628,0.0004144008055340274
1.32,10000,-1.9878499984145164,0.014255646832845493,0.9941580001294613,0.003930499931610163,0.0010317039014996225,0.0003241269806829577
1.33,10000,-1.9866850880146028,0.014621193718251557,0.9937999993383885,0.004080368012800437,0.0010893962829749567,0.0003797656076988588
1.34,10000,-1.9861052685379983,0.01551509873517971,0.9936848885238171,0.004341233346026977,0.0011429690513067045,0.00042995061274501414
1.35,10000,-1.9855476989626883,0.015136444186078474,0.9935277776837349,0.004192084788853154,0.0012266690395297015,0.00035841359042425075
1.36,10000,-1.9836516751527786,0.01640788635707046,0.9929473320960999,0.0046129897726329225,0.0014343932716508645,0.0003504490212318898
1.37,10000,-1.9817363978385925,0.01669913602900126,0.992441776561737,0.004768748451325964,0.0013861358572385787,0.0004953196036536561
1.38,10000,-1.9804637006521224,0.01709404186350699,0.9921053321063519,0.004881428706916601,0.0014805978231876445,0.0005191316512122643
1.39,10000,-1.978553349494934,0.017857456576246607,0.9915144424319268,0.005174373720686273,0.0010888397109614885,0.00042016740934701006
1.4,10000,-1.9780783653736114,0.017900629761223943,0.9914826644420623,0.0050293217324168075,0.0012690991449081743,0.0003793587879153552
1.41,10000,-1.976435364305973,0.01854983498536598,0.990960442942381,0.005366383760579217,0.0011751690025476348,0.00047040152619501346
1.42,10000,-1.9760338999986649,0.018350587832208907,0.9908582199335099,0.005291062192045332,0.0013820308086912815,0.0005173896998368684
1.43,10000,-1.973572675359249,0.019173923372730214,0.9901577751636506,0.005524698711372268,0.001710247353949544,0.0005022694703066175
1.44,10000,-1.9703789770007134,0.019586210375654382,0.9891877743363381,0.005737558460639063,0.0013423660898974625,0.0004815249360297419
1.45,10000,-1.9710087970852852,0.019383743117564012,0.9893253298401833,0.005912961965966659,0.001281534397692855,0.0006033334502892939
1.46,10000,-1.968583173930645,0.020893184029020614,0.9887631078362464,0.0062021101414709056,0.0018182870364111864,0.0004989983933585919
1.47,10000,-1.9676210623145103,0.02132148946986605,0.9885073298335075,0.0062233421347966155,0.0015431236773796085,0.0003931396585894561
1.48,10000,-1.966554407310486,0.021006213812448896,0.9881528854250908,0.006219486983939525,0.0016850431062910686,0.0005544392888344914
1.49,10000,-1.9644285367369652,0.02089306814905904,0.9876102182090283,0.006076026953769986,0.001506650413025025,0.00047499234845491367
1.5,10000,-1.9629630979657173,0.022193747017473935,0.9871106630563736,0.00669308846689427,0.0018508340927454775,0.0006838278030633111
1.51,10000,-1.9591519861340523,0.022716999572715012,0.9860439965605736,0.0067560259468156985,0.0015721237970748299,0.0005810511746692339
1.52,10000,-1.957389142549038,0.0229664106517393,0.985448440951109,0.00700697161387182,0.0015057571057924283,0.0006095868499896825
1.53,10000,-1.9542033779621124,0.02311605003712532,0.9845608855843544,0.007026317701183672,0.0015180955630112155,0.0005925347973141286
1.54,10000,-1.952133229446411,0.024804279151834377,0.9839015521705151,0.007713580523536443,0.0018477432849955935,0.0007001942478505812
1.55,10000,-1.952234401857853,0.02383801453933708,0.9839742191553116,0.007240292158547322,0.0018319824043171189,0.000650861873488414
1.56,10000,-1.9490563225865365,0.02439506291144398,0.982877330338955,0.007709121113238518,0.001959635902746199,0.0007395306005760775
1.57,10000,-1.9448024753332138,0.025913251931411124,0.9816259972393513,0.008206443683000718,0.0018366129743365184,0.000680158120504343
1.58,10000,-1.9441324217557907,0.026003466139535737,0.9815984417259693,0.008007804925466015,0.0019083628954428289,0.0006224006270351397
1.59,10000,-1.9411959243893624,0.026099235631330903,0.9804375532925129,0.008659861542132817,0.001976323198266698,0.0008242209900163637
1.6,10000,-1.9387315378189087,0.02732919791370652,0.979776663929224,0.00898986867712883,0.002054897423193444,0.0008143738659176212
1.61,10000,-1.9349461866736413,0.028122297023588087,0.9787526646256447,0.008922004146641207,0.001986418643931005,0.00064698025197462
1.62,10000,-1.9316389813065529,0.028663221512993057,0.9776764428377152,0.009129768335911973,0.0018944467941529996,0.0006754707623828662
1.63,10000,-1.9295144921183587,0.029820276658752014,0.9769164427757263,0.009862952043608705,0.0020248413253728275,0.0009909864569179181
1.64,10000,-1.9283889654397965,0.030135272816278463,0.9766304431855679,0.009823260270746178,0.0020889018119805737,0.0008187902793655037
1.65,10000,-1.925207114958763,0.02971652488293233,0.975689776301384,0.009773369498017893,0.001964187063639207,0.0007779253401594477
1.66,10000,-1.9207285708546638,0.03064555430389813,0.974279776597023,0.01008083521917464,0.002306451758311777,0.0007614976268297323
1.67,10000,-1.9191076909899711,0.030763144673692223,0.9740139987230301,0.009989840824934822,0.0021778792226462887,0.0007458765358232394
1.68,10000,-1.9137745228290557,0.03304035397052812,0.9720304433047772,0.011300507725214688,0.0026111016202204703,0.0009696856897535578
1.69,10000,-1.9122230880975724,0.03249440237821585,0.9718202212393284,0.01075906090817269,0.0023816909590023585,0.000897878337933903
1.7,10000,-1.90928375030756,0.0318215522872421,0.9705975546002388,0.010648524020852304,0.0021121676120902156,0.0008214187360236399
1.71,10000,-1.9057560379981995,0.032523609590928385,0.9695151104748249,0.010970484940614655,0.0022191561264497165,0.0009090303268618916
1.72,10000,-1.902365751338005,0.033491747998859185,0.9687086656987667,0.011024713459245305,0.0024594239572186677,0.0007224707828377698
1.73,10000,-1.8982801954984665,0.03487060593467986,0.9672197768867016,0.012069499610116649,0.002376454479824575,0.0011070598277591853
1.74,10000,-1.894104718697071,0.03607550979206087,0.9657608881056309,0.012650840095942171,0.002813079826253264,0.0009979238244698446
1.75,10000,-1.8926053943514825,0.03579224507136773,0.9651617768585682,0.012703104978163657,0.002620759186496316,0.0010624130379144683
1.76,10000,-1.885269528067112,0.03783117463094289,0.962686220997572,0.013245152683830362,0.00297586859103624,0.001012849184605488
1.77,10000,-1.8851059081673622,0.0385142967072307,0.9628131102800369,0.013441302276526785,0.003036631118453262,0.0009256008963246795
1.78,10000,-1.8780745027661323,0.03847056614468632,0.9600724438548088,0.014419076991344553,0.0027514992597820922,0.001547512641765185
