E and M values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,E_mean,E_std,M_mean,M_std,E_stdstd,M_stdstd
2.062,10000,-1.6762143598556518,0.03244184426933659,0.8426775401890277,0.0839455783472485,0.0028666840134946065,0.00772744328184087
2.063,10000,-1.6870336399316788,0.019855540834678796,0.8809256600081921,0.014605500927840983,0.0013858226321888424,0.0014708579963797906
2.064,10000,-1.6251746401190759,0.020909044851871898,0.507385179913044,0.07503105305305045,0.0014628503728242473,0.004991014834309164
2.065,10000,-1.6666481597661973,0.028296104250215618,0.8179143801689148,0.07592217984493708,0.001903415593715183,0.005188732002064949
2.066,10000,-1.6809361604332924,0.023215649206317662,0.861676180255413,0.04068564222136097,0.00153835400858718,0.0038127190233750996
2.067,10000,-1.681599639892578,0.023884608156063556,0.8721181602835655,0.03312626411250542,0.0019488084137037963,0.004460167305654769
2.068,10000,-1.6577363599419594,0.03169473201113584,0.7687438798844815,0.12041048710901153,0.0018167883760625467,0.004823766749360916
2.069,10000,-1.6826233196496962,0.019053263375471512,0.8814115397036075,0.011070163509866698,0.001367999034975933,0.0008100151361719407
2.07,10000,-1.6743992798686027,0.022554196034552696,0.8659649399518967,0.03829114156499962,0.0017917937742428713,0.006387172361097057
2.071,10000,-1.6714338397026063,0.027143755179541554,0.8513071001946926,0.06175912671720302,0.0022683085110988283,0.008237300389235546
2.072,10000,-1.6807535594463348,0.019704342002844794,0.8796613001644611,0.01328219045540842,0.0013568417232022831,0.001137119542421754
2.073,10000,-1.6318364398837089,0.02854585959492991,0.6736135600119829,0.11292318446436864,0.0018680677144211817,0.005449889837180433
2.074,10000,-1.6638040794849396,0.027656823381923108,0.824742100161314,0.07695359636300005,0.0018107693796238081,0.004062312226948512
2.075,10000,-1.6674256796121598,0.026258408393799865,0.8351759999930859,0.07006467289885164,0.001556233496372224,0.004777045914807653
2.076,10000,-1.6749209592223167,0.020523266136625366,0.8755297402143478,0.014783527596587763,0.0013918662128052405,0.0015332561506702193
2.077,10000,-1.6729030799865723,0.019207830925554246,0.8752539398908615,0.011601488748664877,0.001407793896355891,0.0008988615171405937
2.078,10000,-1.670777439391613,0.02187326679973939,0.8670883801877498,0.029526783853313,0.001568358581315786,0.004094240863682699
2.079,10000,-1.673019999396801,0.021119901603585012,0.8734270598948002,0.018779522990032622,0.0015498128196133392,0.0022901144327807047
2.08,10000,-1.6680752399802208,0.020068053835249726,0.867176579862833,0.019249700879862667,0.0013133559120214534,0.0016715816319018393
2.081,10000,-1.6719014798045158,0.020091899254261986,0.8744079398691654,0.012270486385127004,0.0013767362374180832,0.0008827076495076105
2.082,10000,-1.6585765998601913,0.02296795495656736,0.8336456998109818,0.052512909406160414,0.001505335735601112,0.0026789316680871107
2.083,10000,-1.6739055599093438,0.01934761605552131,0.8771894601881504,0.011788756632473531,0.0013161339568296495,0.0009109553730032472
2.084,10000,-1.6582566797852516,0.02284184091556653,0.853229400074482,0.03736322937504338,0.0015506789553402357,0.0031402256332001255
2.085,10000,-1.6607245195388793,0.02296941198158503,0.8526140599727631,0.03904778766009332,0.001742593095092058,0.004205758370747348
2.086,10000,-1.66520527946949,0.02214281888019038,0.8682776799917221,0.022787669576139466,0.001616110269378709,0.003251274439938972
2.087,10000,-1.6679840005517006,0.01967505419959659,0.8739564601421356,0.012893145426063759,0.0014211968464713442,0.001023744204945191
2.088,10000,-1.6550503997206687,0.026755215740271968,0.8408606596291065,0.06170389382993968,0.001938388979799392,0.006408564834507542
2.089,10000,-1.6575020797729492,0.024855703485795626,0.8514136399447918,0.03870451804334521,0.0017561749514285333,0.00453419753831851
2.09,10000,-1.651203600037098,0.030785931809055173,0.8318988200485706,0.07742999163093545,0.002424940270654572,0.007259323914803457
2.091,10000,-1.6618002398133278,0.022435908448808835,0.8660349398493766,0.020641374500332293,0.0013212226320390547,0.002589716825563845
2.092,10000,-1.6504640401244164,0.03391900401788045,0.8384672398090363,0.07061480241492549,0.0028303759402083318,0.0068001698133425565
2.093,10000,-1.6426439604520797,0.03033260497456895,0.8041587602376938,0.07219342298687986,0.0016184307847193508,0.002310238974098966
2.094,10000,-1.6527417196035386,0.02427469037126457,0.8582734199106693,0.025094555310698874,0.001922206366990669,0.002652346373835891
2.095,10000,-1.6540694798231126,0.02509914035245791,0.8556451203227043,0.03637404770422062,0.001741190695941571,0.0048901095021423304
2.096,10000,-1.6536216399669648,0.023008782928312634,0.8553130598068237,0.030816453413265818,0.0014856688565813524,0.0030988758936338905
2.097,10000,-1.6569685597777366,0.01986927714514773,0.8678094596922398,0.012847455525188302,0.0015445592589130093,0.0010099427746941595
2.098,10000,-1.6293823194384576,0.03402810036822603,0.76675507992208,0.11575342485507437,0.002799084965312492,0.007476769933722254
2.099,10000,-1.649344519984722,0.022339539508013026,0.8470641400277614,0.03426339248162041,0.0016019115723439237,0.0032363734676590364
2.1,10000,-1.63300216037035,0.03561816961696295,0.7880443598210811,0.1219417740911651,0.001984876378471924,0.0070118963668570206
2.101,10000,-1.6419295603871344,0.026591823542689307,0.8353182200074196,0.05351965663206143,0.0018450959623204412,0.006371194465338719
2.102,10000,-1.6458698001742362,0.023538600907744112,0.844103759944439,0.037542730135696145,0.0016113946760280898,0.0024849694778833055
2.103,10000,-1.6439218402266502,0.023796316663341324,0.847521179920435,0.036940824247922686,0.001602356274660107,0.004368484858912202
2.104,10000,-1.5571322007536887,0.027409576483358476,0.2652627999022603,0.041631571347872556,0.0018591920964150619,0.0018922544732426104
2.105,10000,-1.6479741599798203,0.02170281001381802,0.858698219871521,0.023596501557681098,0.0015559473977156514,0.0034181067292655535
2.106,10000,-1.5812084403157234,0.023066442802620817,0.45442804012596605,0.0911654908027176,0.0016957430183623928,0.005446090414033551
2.107,10000,-1.6420203602433205,0.022646167395246657,0.8490990599989892,0.02589855210514994,0.0015933273038960672,0.0022676190877621255
2.108,10000,-1.6433108000278474,0.02342028267487975,0.8560210601270198,0.020714058623137143,0.0015610099434922996,0.0019899164893503875
2.109,10000,-1.6140049606084823,0.03281891066277677,0.7271310799479485,0.13487701984519654,0.002213765756123107,0.007071908407281363
2.11,10000,-1.620501600444317,0.029505767289511216,0.7657690999388694,0.08566461005004883,0.001770156340399894,0.0025445037601248255
