Spin Correlations values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,mean_d10,mean_d11,mean_d12,mean_d13,mean_d14,mean_d15,mean_d16,mean_d17,mean_d18,mean_d19,mean_d20,mean_d21,mean_d22,mean_d23,mean_d24,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9,std_d10,std_d11,std_d12,std_d13,std_d14,std_d15,std_d16,std_d17,std_d18,std_d19,std_d20,std_d21,std_d22,std_d23,std_d24
2.0,500.0,0.0023662981594322653,0.0003486981660233965,-0.00011370183184938653,-5.7701833846142134e-05,-0.00017770183186612343,-0.00011370183049743332,-0.00010250183435745086,-0.00010730182869090399,-4.490182850820546e-05,-0.00022570183098650888,-9.450183081374419e-05,3.349816910981218e-05,-5.930183449132898e-05,-9.610182929236188e-05,5.2698168121072086e-05,-8.650183355216967e-05,-0.00014090183100385188,3.0981689100784136e-06,2.0698172770508448e-05,-0.000163301827700554,-0.00011050183093043842,-6.570183022732578e-05,1.7498168341568032e-05,3.363116314379561e-44,0.0026821400230064235,0.0018327264662937916,0.0015026316768762637,0.0015527194373439537,0.0015423212897058437,0.0015493366814845633,0.001526652884491502,0.0014865208495196663,0.0014752944840851997,0.001440888508611527,0.0014534502652255592,0.0015397291327861108,0.0014969743584591839,0.0014912502969246424,0.0014734159666359382,0.001467699153270704,0.0015531918888773914,0.0014518580773263674,0.0015809804331158223,0.0014475571280732377,0.0014784095615713274,0.001438957652705972,0.0015465392560391306,0.0
2.001,500.0,0.002367151692684274,0.0003079516942677607,0.00010795169129414717,-9.68483090599257e-05,-0.00011924830673822483,-0.00013844830339439796,-0.0002632483075563457,-0.00015284830863907217,-0.00014164830538291185,-0.00014964830573444487,-4.0848307768605705e-05,5.995169097877806e-05,-2.9648303556314204e-05,-1.844830533809727e-05,7.151689905590786e-06,-7.444830918196387e-05,-0.00013524830895701357,-0.00012084830386316269,-5.684830942219321e-05,-2.804830716791429e-05,-0.00010964830690004846,-4.40483064114936e-05,-0.00010004830724079028,0.0,0.002928999592626071,0.0018299973990477598,0.0015830127406789352,0.0015404507730165347,0.0014635412989543969,0.0015965621347358739,0.0015202778956565704,0.0015287804642576794,0.0015333878378044042,0.0015625855703882486,0.0015884158625952545,0.0016255185395297968,0.0015629913726645404,0.0015046910702552348,0.001532728424582678,0.0014838112728150243,0.0015267690694479247,0.0014904985650147189,0.0015791972856797338,0.0015397354830614146,0.001478425946048215,0.0015330514714267023,0.001564089554621434,0.0
2.002,500.0,0.0024016745767373527,0.0004688745711652906,-5.7525429739396116e-05,-7.512542893534046e-05,-0.00012152543364149438,-0.00010072542970678455,-6.232542587101975e-05,-0.00015192542791853824,-0.0001727254309430961,-3.12542840932295e-06,-5.432542910223859e-05,-4.31254296855208e-05,-6.712542651737508e-05,-3.5125429409010425e-05,-7.925427885563608e-06,-4.725428104705998e-06,-0.00011832543196745249,-8.7925427338984e-05,-4.3125430536090196e-05,6.474570346401975e-06,1.6745695909072822e-06,5.44745705327756e-05,-1.1125429236773953e-05,0.0,0.00270360727713065,0.0018467189880022506,0.0015626567122674418,0.001444383496108887,0.0015474532054528395,0.0014978676558714751,0.0015025666427575185,0.0015671659474843203,0.0015231481837924602,0.001515103881729497,0.0016127793948620228,0.0014914739760951146,0.0015060887355631298,0.0015121166819719177,0.0015478810275745783,0.001541361049112254,0.001488381210513908,0.0015561984672414959,0.0015618907935866623,0.001604227106265919,0.001604243586678485,0.00168929615776852,0.0015669528491557218,0.0
2.003,500.0,0.0022590100127437545,0.00030381000255475855,-1.1389998820302338e-05,-0.00018738999572683924,-0.00010578999582372006,-0.00013778999603330887,-6.58999224272705e-06,-1.778999374406709e-05,0.0001422100070783223,7.810004305511598e-06,9.261000191655811e-05,-0.00017938999864948712,-0.00023378999666470436,-0.00017138999542162735,-4.498999654045477e-05,-9.458999797591972e-05,-9.778999902583508e-05,-4.658999417536691e-05,-0.0002081899964746796,-0.00015058999561668075,-0.0001137899936673712,-9.789997811012086e-06,-0.00017938999759578778,0.0,0.0027860505159699187,0.0017737653210889628,0.0015466507540769679,0.0015228344781757837,0.0014770935361070915,0.001361842089360586,0.0014878099419600409,0.001559615151284894,0.0015658338721203499,0.0015937104740730173,0.0015701643005832703,0.0015934946588025138,0.0014110355235700126,0.0014848419395867651,0.0015026567150414165,0.0015254478771727648,0.0014631928615270117,0.001563282808569503,0.0014552488238965908,0.0014793655965371522,0.0014607925229915362,0.0014737760785822375,0.0016166052896018357,0.0
2.004,500.0,0.0026626969282789723,0.0005330969308871935,-3.4903073768720815e-05,-0.00013730306852418296,-8.93030691397847e-05,-0.00012610307224036177,-0.00010210307243424665,3.549692869834686e-05,-0.00013410307335091787,-0.00018530307258303225,-3.170307339779299e-05,-0.00013410307203695027,-4.930307056368477e-05,-0.00016610307045862528,-6.050307184507986e-05,-4.6103071441240926e-05,-0.00010050307241711565,-0.0001901030742069949,-7.650307404865941e-05,-0.00014530307041589553,-6.370307079487247e-05,-3.1703070845246375e-05,-7.010306914394704e-05,0.0,0.0030377998133372277,0.001989541744315366,0.0016227076562328742,0.0015330999553353779,0.0015152652442027186,0.0014821820305872878,0.0015009184959770766,0.0016896523607583792,0.0015397223996423642,0.0015142824742649089,0.0015494603962504254,0.0014927643873026415,0.0015319166279967927,0.0015211551664985404,0.0014841581878368404,0.001600275082525664,0.001553788694292271,0.0016087229651223314,0.0014849079398783795,0.0015221798992184248,0.0015116408132721435,0.0015507054303435454,0.0016664094534857168,0.0
2.005,500.0,0.0024750696700545837,0.00042066966710030586,-9.7730330300692e-05,-0.00012813033483128678,-5.613032929613837e-05,-8.33303316678915e-05,-0.00017773033177218166,-0.00016173033137900105,-7.373033140705231e-05,-7.533033151048585e-05,-7.693033035618769e-05,-5.133033171462742e-05,-0.0001809303342518831,-0.00014733033299925324,-0.00014253033158754746,-9.773033108088569e-05,-7.373033202324564e-05,-0.0001841303316346554,-0.0001233303350885251,-0.00011693033029688138,-8.493032938516265e-05,-9.133033275000102e-05,-1.303322199817103e-07,0.0,0.0027972664411011934,0.0018314760812938292,0.0016102814322250631,0.0016156190887223365,0.0016942882549924698,0.001607800124613075,0.0015432295259449908,0.0014269076048462957,0.0015598399265803608,0.0015784287663051669,0.0015567892554837076,0.0015424444909742157,0.0015137555355556759,0.0015669553036544576,0.0015334565109973934,0.001540942985390445,0.0016376530315351185,0.0015136188150721896,0.0016383219644177146,0.001474250434431716,0.0016027012332804048,0.001558505504125232,0.001630111647255596,0.0
2.006,500.0,0.002684689078756492,0.0002910890774626047,-1.9310924940640463e-05,-0.00011051092809006491,-0.00013451092673727062,-0.00011851092305667165,-5.931092399987392e-05,-0.00022571092389560122,-0.00017131092581066553,-0.00011531092538280064,1.1089076597929903e-05,-5.9310928056341086e-05,-4.491092403199559e-05,-0.00012011092282845226,-9.611092453436144e-05,-0.00023851092404088804,-0.00020971092662452407,-0.0001297109229543203,-0.00010411092633315278,-0.00016331092635169143,-4.910924128630256e-06,8.468907552372329e-05,7.188907490985485e-05,0.0,0.002858282511776862,0.001828934003720814,0.0016133533797175646,0.00162029790267388,0.0016238198173126198,0.0015548791797254308,0.0015140276460224415,0.001576243906795651,0.0015197048660412407,0.0015831314085464282,0.0015492259595926451,0.001599006756218297,0.001593788762623528,0.0015847100311218196,0.0015603163089326305,0.0015025475689244765,0.0014549568820073253,0.0015203939256660203,0.001597450592148111,0.0015745758631159424,0.0015670773199462358,0.0015885335619300286,0.001675607036340154,0.0
2.007,500.0,0.0027759409904908557,0.0004543409877848319,0.00011514098481049829,-0.00010885901237634243,-7.365901124517648e-05,-0.0002256590114696131,-0.00016965901279769824,-9.605901493210211e-05,-0.00019685900988340775,-0.00023365901219818142,-6.405901367113743e-05,1.5409880803929355e-06,-7.045901120298126e-05,-9.605901161366859e-05,-0.00011365901198688278,6.394098918522673e-05,-0.0001152590088713623,-0.00012325901241870695,-0.0001792590115394681,-0.0001904590143699849,3.514098450244419e-05,6.340988130180137e-06,-4.805901117586231e-05,0.0,0.003148122639881401,0.0018561158803643437,0.0016207900610155756,0.0014756898382746989,0.001517404957647577,0.001486553864227558,0.0015927774581630861,0.0016030210779300125,0.001532635084552752,0.001478841552397384,0.0015475053808962527,0.0016555496884344452,0.0016096323670715033,0.001627935441083151,0.0014489907185778158,0.001606890396899552,0.0015838260240325541,0.0015470047272336347,0.0014556480890856225,0.0015379540420187659,0.0016304831442768238,0.001561871474918754,0.0017400132899718602,0.0
2.008,500.0,0.0023146327736189463,0.00031463277378695055,-9.336722738028768e-05,-0.00011736722910957909,-0.00019256722355602207,-0.00011896722486067546,-0.0001253672238725194,-0.0002565672224578108,-5.1767228002567836e-05,8.423277404123652e-05,2.5032775913789606e-05,-1.1767226719811674e-05,5.8327745513864215e-06,-8.216722690950461e-05,-0.00012696722607193322,-6.136722832393815e-05,-8.856722742282486e-05,-0.00010936722376673913,-0.00015416722455352527,-9.016722559797686e-05,-9.176722522634862e-05,-4.0567228743231706e-05,-0.00010296722662481628,0.0,0.0026312525657717248,0.0017256689796388432,0.0015944867215200692,0.0015773711581338013,0.0015231528516965688,0.0015679743589065316,0.0014532744420684878,0.0016446064451367212,0.0015289599162269026,0.0015674403366738878,0.001650501264931959,0.0015821704902999239,0.0015051946174042617,0.0014616040856833693,0.0014902077295473732,0.0015004576357413866,0.0016306496565554867,0.0015103039669373266,0.0015166174618998368,0.0015435386606310537,0.0014322249358135726,0.0015894765431162898,0.0014909159863008372,0.0
2.009,500.0,0.0025152159447329224,0.00032161594491743984,-1.9184057838273817e-05,-0.00013438405934756403,-9.278405882519536e-05,-1.758405732703494e-05,-8.798406200235575e-05,-6.558405743569651e-05,-9.584058238537807e-06,-0.0001503840569881092,-1.5840589244859871e-06,-0.0002143840591826205,-0.00016478405870591574,-0.00013918405656098188,-0.00015838405690308478,-0.00017278406046635552,-0.00014398406009720688,-0.0001263840582832927,-0.0001151840585873991,-0.00013278405630792988,-0.00011678405452337515,-0.00010718405910337125,-0.00011358405893143698,0.0,0.0028911792648528985,0.001758980296161805,0.0016428208500261666,0.001594456868585035,0.0016214300933039443,0.0016113940887002842,0.0015265279106982126,0.0015296639528549901,0.001545861464041824,0.0015302198115574376,0.0015735525637485058,0.0015306273084232356,0.0014550118169521897,0.0015289362855059898,0.0015857912320851697,0.0014611591026086953,0.0015846551880279378,0.0015411389953076246,0.0015781034091208843,0.0016096954449208287,0.001491693035097537,0.0015942884008188585,0.0016154443671449214,0.0
