N,n_steps,n_analyze,flip_perc
60,10000,5000,0.1

Temp,E_mean,E_std,M_mean,M_std
1.6,-1.8329874877811407,0.01879727965318781,-0.5768421463046843,0.1138019975772144
1.7000000000000002,-1.7739254519519245,0.026494952170286155,0.454596475118469,0.11484953454368818
1.8000000000000003,-1.7473207985694277,0.022949611939059016,-0.5804166385747833,0.07916481678757506
1.9000000000000004,-1.6729245836626507,0.031041266887412895,0.4896487076506898,0.1433724713257253
2.0000000000000004,-1.6584019010652182,0.05851243099809362,0.718501700403977,0.16675668768545218
2.1000000000000005,-1.6117983610063917,0.044283295831214625,0.8355278834554524,0.04534148856809803
2.2000000000000006,-1.4013349330527802,0.043280838193905345,-0.46895579110505364,0.15861235778334504
2.3000000000000007,-1.2312511384522922,0.03594413744738835,-0.016078104609785634,0.10223982980587734
2.400000000000001,-1.105004112144355,0.04498829704334814,0.07719121595826368,0.09479915514129669
2.500000000000001,-1.016850257985805,0.038955228443083065,-0.03145062345383563,0.08836054042219378
2.600000000000001,-0.9515289723646595,0.03488512604861393,0.0687892024066604,0.05298665377652223
2.700000000000001,-0.8771587643987728,0.03417012357380725,0.029390878189756803,0.06497322211078159
2.800000000000001,-0.8302131533312735,0.03331718160655584,0.018460247566437996,0.06411028499252587
2.9000000000000012,-0.77813273782753,0.033521502698448044,0.00038185412571680713,0.04726261002969885
3.0000000000000013,-0.7423446910050803,0.03158189182633074,0.0060324287187337134,0.047407877978631295
3.1000000000000014,-0.7028143402575778,0.03130449429287732,0.0016757795789971528,0.0490212984649781
3.2000000000000015,-0.6733560040608051,0.032156466759895246,0.003245537984767114,0.040001522831728205
3.3000000000000016,-0.6422540068411784,0.029816861258826193,0.01107766000993824,0.032251571960958146
3.4000000000000017,-0.6124938319840176,0.0282555187174021,0.0038112066875715467,0.034829127530336436
3.5000000000000018,-0.5889293413611502,0.029454849609286286,0.00742893025318541,0.03616901732031504
