N,n_steps,n_analyze,flip_perc
10,10000,5000,0.1

Temp,E_mean,E_std,M_mean,M_std
1.6,-1.9302420484096816,0.07591333210367644,0.9805241048209643,0.02406493701035757
1.7000000000000002,-1.9011802360472094,0.0984324393200046,0.9712982596519305,0.03455508167702307
1.8000000000000003,-1.8637087417483498,0.11263989317601494,-0.9589077815563113,0.04144237917419577
1.9000000000000004,-1.823552710542108,0.12681591866796513,-0.9417203440688138,0.05260565063847665
2.0000000000000004,-1.7758511702340467,0.1469579190793298,-0.9285377075415083,0.05993864076334227
2.1000000000000005,-1.698503700740148,0.17577514305637915,-0.8983556711342269,0.07493957506769659
2.2000000000000006,-1.5494178835767154,0.2288109090377043,0.8207161432286457,0.12906997735050138
2.3000000000000007,-1.5209321864372876,0.22538414053433603,-0.8069653930786158,0.1320873287453552
2.400000000000001,-1.252270454090818,0.2642444154403875,0.23337467493498698,0.6138323809356643
2.500000000000001,-1.170530106021204,0.26132109900879835,0.4081896379275855,0.43244387472319
2.600000000000001,-1.0525305061012202,0.24111658022752402,-0.26860172034406876,0.42348815053997746
2.700000000000001,-0.9311502300460092,0.2117404638708793,0.11961992398479694,0.39912598998598264
2.800000000000001,-0.8426045209041809,0.1906592982814364,0.0006201240248049656,0.3418678549515214
2.9000000000000012,-0.8135667133426685,0.21224577912027112,-0.005437087417483495,0.3472316776453304
3.0000000000000013,-0.7978995799159833,0.22342366200645009,0.03538307661532307,0.3530009776469469
3.1000000000000014,-0.7760872174434886,0.19927186216234558,-0.0169753950790158,0.3453758394688556
3.2000000000000015,-0.6717383476695339,0.17378918058270448,-0.015455091018203639,0.2405378132882874
3.3000000000000016,-0.6673054610922184,0.17823095737558006,-0.07844368873774754,0.2658961423777754
3.4000000000000017,-0.6332066413282657,0.1750912644825012,0.02392878575715142,0.21391353283383407
3.5000000000000018,-0.6012162432486498,0.16611815101375552,0.0032926585317063317,0.21401832009522198
