Spin Correlations values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,mean_d10,mean_d11,mean_d12,mean_d13,mean_d14,mean_d15,mean_d16,mean_d17,mean_d18,mean_d19,mean_d20,mean_d21,mean_d22,mean_d23,mean_d24,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9,std_d10,std_d11,std_d12,std_d13,std_d14,std_d15,std_d16,std_d17,std_d18,std_d19,std_d20,std_d21,std_d22,std_d23,std_d24
2.0,500.0,0.00316503076997833,0.0004818307601010119,7.863076312638028e-05,1.8307603640401736e-06,-7.336923849586796e-05,-0.00015496923695107156,-0.00011016923746871399,-0.0002141692388446046,-0.0001549692388005397,-0.00014056923888854556,-0.0002493692391981916,-8.456923778436831e-05,-1.896923843456122e-05,8.230761894740368e-06,-2.9692383803698876e-06,6.63076470884505e-06,-7.176923767909926e-05,-0.00012936923858868708,-0.0001661692412642779,-0.00013576924130989453,-0.0001485692368849314,-0.00019976924053850454,-0.00012456924025477177,3.363116314379561e-44,0.0029365926411417053,0.001888453919140092,0.001694623024650487,0.00165368415712531,0.001660916121708597,0.0016884195542351797,0.001685247467990783,0.0017220987152320453,0.0017133906435233331,0.0017242321864913365,0.001680132142774879,0.001676965216810167,0.0017436149182111576,0.001677584581169934,0.001703818100708775,0.0016926284297092962,0.0017661224589013203,0.0017080144193015556,0.001684280209983083,0.0017381021761461142,0.0016334802865817545,0.0016684790820509898,0.0017163713426865475,0.0
2.005,500.0,0.003564694052849518,0.0006222940577528889,5.269405692954266e-05,-0.00013610594331476023,-6.730594407125778e-05,5.109405773823284e-05,4.629406219822485e-05,-0.0001329059420932026,-0.00013450594277018268,-9.705938991171336e-06,-4.650594118792384e-05,-3.690594124132573e-05,-9.930594136610793e-05,-0.00015370594255232817,-0.0001201059420746482,-0.00014250594226773928,-9.705939959591347e-06,-0.0001569059419380814,-0.00021450594232743826,-0.0002289059403919964,-4.905940531241271e-06,-5.610594070458319e-05,3.5094059399853e-05,0.0,0.0035008615893291862,0.0021649111760534646,0.0017490371028525882,0.0016714402623709526,0.0017107615907482072,0.001816980428061279,0.0017426875955506506,0.001692799266222212,0.0016792508035863305,0.0017381021737935,0.0016148136235523893,0.0016898179581199368,0.0016473834659284708,0.0016758182026023808,0.0016968363696676081,0.0017031574468950132,0.0016235156623315122,0.0016739689055606498,0.0016838533983776875,0.001771913226682593,0.0017064328236990381,0.0016793686453190628,0.0017825554754038238,0.0
2.01,500.0,0.004051389259631833,0.0008353892615814402,9.789261737033428e-06,-0.00014701074067268393,-0.0001294107383830827,-0.00016141073577091448,-0.00016301073700014968,-0.0001406107375623833,-0.00017261073905027756,-0.0002510107388655136,-0.00011181073627449222,-0.00011021073987649288,-3.0210736847948282e-05,-9.581074083987673e-05,-3.3410739717510295e-05,-1.4107406095718033e-06,-0.00011981073912036422,-0.000158210739675269,-0.0001006107373935059,-0.00020621073775697952,-8.141073707520264e-05,-6.861074026826586e-05,1.6189259084057993e-05,0.0,0.0038312246849498068,0.002171701503207469,0.001829830587961104,0.0018792009496361062,0.001782057573248125,0.0018426506273095593,0.0018477051500598145,0.0017656709945842461,0.0017767546521215867,0.001652037322208188,0.0017446987054765114,0.0016331900604380782,0.0018435843641197427,0.001848678745012312,0.0019718874967814986,0.0017622018670368077,0.001856742228503951,0.0018118852633947913,0.0018076103038451733,0.0016943426573552945,0.0017432138623725043,0.0017951171646149269,0.0019165834128282476,0.0
2.015,500.0,0.003950370362745161,0.00088637036768705,0.00025597037021725556,-0.00018242962990552768,-0.00011842962746231933,-9.602963008910592e-05,-9.442962813045597e-05,-0.00014242962999924203,-0.00020802962897505494,-0.0002528296279524511,-0.00020162962661561323,-0.0001872296275687404,-0.00019682963033847045,-0.00010722962897489197,-6.882962937743286e-05,-0.00018082962855260122,-0.00018562962862779387,-7.842962499853457e-05,-9.629627867980162e-06,-8.162962862297717e-05,-9.602962847202434e-05,-0.00020162962954782415,-0.00015042962776715284,0.0,0.003871678772985674,0.002333461268876737,0.0019248542168995772,0.0017544675525718524,0.0017784995817284627,0.0017918505228327664,0.0017845862422642149,0.0018071703120131257,0.0016562911232863458,0.0017944475098754405,0.0018140028905092175,0.0017728815984855483,0.0017627627974842468,0.0017133710686858667,0.0017982611751996373,0.0018627328385752314,0.0017800266651147975,0.0017390947442318143,0.0018334874880767227,0.001811762646981887,0.0017717066496224256,0.001796661999534389,0.001914025132173617,0.0
2.02,500.0,0.003608727958537202,0.000575127968015952,0.0001367279726873676,-0.00012407203183283856,-0.00018487203214979432,-9.687202944769524e-05,-5.2072033440708765e-05,-0.0001400720337799406,-0.00024727202992223953,-0.0001496720304894552,-6.32720330061396e-05,1.512796570386854e-05,5.992796934151556e-05,-1.847203272700426e-05,-2.16720328888087e-05,-3.927203258899681e-05,-6.167203303994029e-05,-0.00019927203318300359,-0.00018807203059623134,-0.000180072031886084,-0.00023927203654608675,-8.407203145841536e-05,-0.0001992720305115654,0.0,0.0033641491433371415,0.0019831662615278738,0.0018714690109956553,0.0017258513072445243,0.0016816961593515316,0.001761830486416285,0.0017974929003965589,0.0018366567004992815,0.0017587326032600333,0.0016895885279395284,0.0017412940286266835,0.0018245040917755128,0.001791243952794116,0.0018196993126078818,0.0017820237693647394,0.0016548971807449882,0.0016380925398583532,0.0017069743583704104,0.0017558223927658513,0.0016999499054939206,0.0017526670979795304,0.0017234949183804592,0.0017262859981871466,0.0
2.025,500.0,0.003780434707504103,0.0006956346985709487,1.5634696978597873e-05,-5.636530283443619e-05,-8.996529725845903e-05,-1.1565300983036765e-05,2.8434697720452817e-05,-1.3165300304535776e-05,-0.00012196530020446517,-0.00011396530304663344,-0.00020996530234995348,-0.00013156530499807318,-0.00024196530175256826,-0.00016196529929154836,-0.00014276530492134042,-0.00012196530100845848,-0.00010596530367416079,-0.00012516529845964542,-0.0001347653014381649,-5.165300226508407e-06,-8.676530089294587e-05,-3.236530261418835e-05,-4.356530008408299e-05,0.0,0.003820388051758513,0.002480623068120035,0.0019077894882963452,0.0018633534297504068,0.001825632071038791,0.0018401380648366593,0.0016709953464380078,0.0017819339776476181,0.0018901894692903655,0.0019181520500322002,0.0018399747530301195,0.0018366421613941932,0.0017974006558293184,0.0017962416635476782,0.0018588813443507059,0.0017328747930393622,0.0017946586194940387,0.0017795574874962979,0.001683936717502031,0.0017883276072017463,0.001887592557392145,0.0017738313912380689,0.0019968319203091892,0.0
2.03,500.0,0.004638121598905855,0.001036521601723507,0.00013252159869846025,-0.00014427839896416118,-6.907840130776677e-05,-8.507839743288059e-05,-0.0001554784001812344,-0.0002130783987238729,-8.187839591962742e-05,-3.547840306490713e-05,-6.42784017411735e-05,-6.267840095350863e-05,1.4121599017016707e-05,6.372159795357391e-05,6.85215995250772e-05,0.00012132160054346386,7.812159889246927e-05,-8.507839960111596e-05,-0.0001650783995810343,-0.00021787839688366972,9.321601246483625e-06,-3.54783992843295e-05,-7.067840147283278e-05,0.0,0.004348166531806275,0.002624529762473373,0.0019077258373721357,0.0018266376838847063,0.0020250686807128993,0.00197730503372511,0.001963314197863621,0.0019311120623182654,0.0018503322099611929,0.0020486330025959428,0.0019786320922915656,0.0019949316247581997,0.0019805130723594957,0.002097860671837435,0.00205892389115105,0.001912479508655818,0.001901677270954736,0.0019287738807067674,0.001961708599758826,0.0018767723012341256,0.0019221684589596603,0.0019842322926985666,0.0019308221169065973,0.0
2.035,500.0,0.004461508545406104,0.0009879085495005811,0.00019750855333404617,-5.049144837903441e-05,-0.00013209144924803694,-2.48914469928323e-05,-0.0001272914505687268,-0.00015129145252831223,-0.00014329145063857142,-0.00020569145031693381,-0.0002088914489359013,-0.000250491448720247,-0.0002424914504452218,-6.329145244198031e-05,-0.00013049145123113703,-0.0002392914506544912,-0.0003208914501479541,-0.00024409144653581195,-0.00010489145335740347,-9.849144776489994e-05,-3.609145080769593e-05,-1.6891454011783936e-05,1.9908551811759877e-05,0.0,0.0041217362957756505,0.002568143975755582,0.002099104093768116,0.0018968355437161233,0.0018055479772089641,0.0019218311070083225,0.0018792380768623107,0.0017436304162588626,0.001992635824995813,0.001954938842793161,0.0019103261617501681,0.0019009742138008639,0.0019011847193748748,0.001967929650864248,0.0019090234545793001,0.0018620838348854369,0.0019201346692925398,0.0018873510491602265,0.0018643499006372889,0.0019824535859366992,0.0018781083451518048,0.001926616097892729,0.0020861037209913454,0.0
2.04,500.0,0.004274541608996514,0.00088254161162331,0.00015934161673430937,6.014161793719808e-05,-5.665838222375896e-05,-7.4258379987441e-05,-7.265838276687475e-05,2.65416165668384e-05,-3.905837973979942e-05,0.00011294161705446726,-9.345838226980874e-05,-9.34583829548501e-05,-0.00017185838407749544,-0.00018785838252006215,2.174162083467479e-05,-9.025838117012341e-05,-0.00011745838473579085,-6.305838014012721e-05,-0.00015265838385929698,-0.00016385838076894287,-0.00013505838360359945,-0.00017025838540575932,-0.00016385838041969693,0.0,0.004288438125774969,0.0026069910067375753,0.0021621369669722517,0.0020840367899139334,0.002011884190024114,0.0020508323867799707,0.0020089039296209534,0.0019072302322921829,0.0018974407107964703,0.002015236538664403,0.0018817553280379036,0.0019287571047111127,0.0019343648817623255,0.0019178928756540103,0.0019436016150558948,0.001928932652084139,0.0018824750224480798,0.0018623794036544085,0.0019501289116816414,0.0019018554464200897,0.002020206127667582,0.0019873828109779248,0.0021607175162583667,0.0
2.045,500.0,0.004327369428738166,0.0009161694357335364,0.00014336942680093757,5.7694312210614385e-06,-0.00014143056920037366,-0.00010463057133672749,-0.00021023057223283102,-9.503056934480725e-05,-8.630566868305323e-06,-5.343056780839106e-05,-0.0001654305678075616,-0.00011103056396314059,-0.00012063056716358745,-0.00011263056893183431,-0.00025023057197866197,-0.00010943057059629524,1.3769431981927483e-05,9.056943264041451e-05,-1.18305662086442e-05,-0.00014623056788839507,-0.00017023057006372255,-8.063056567698368e-05,-0.000154230569304481,0.0,0.00400198627022218,0.002520789062392765,0.002151628956224098,0.0019376658199626307,0.001874661104765573,0.002054109036600199,0.0019760534321751145,0.001926517149571377,0.001897437573442035,0.0018638966999474232,0.0017443912893190584,0.0019939323151628367,0.001886539458045041,0.001957385520248986,0.0019341331734793333,0.0018131019644084705,0.0019967980805691557,0.0018317566562677122,0.001919140300438781,0.0019162141100124478,0.0019270221098491894,0.0019675117236626293,0.0020614891920833025,0.0
2.05,500.0,0.0045763562520369306,0.0009667562582817481,0.00026915626080991473,-6.524373703249608e-05,6.275626165844272e-05,0.00012995626029805863,-1.8843741547961202e-05,-2.3643739456737477e-05,-6.524374027867453e-05,-0.00021244374202323258,-0.00015164373503174743,-0.00015004373663649772,-0.0003388437357250851,-8.924373863555956e-05,-0.00012124374036901741,-6.684373946480094e-05,-4.4443738280804724e-05,-0.0001260437406381243,-0.00019644373927511793,-0.00010844373828695097,-0.00016764373683762556,-2.68437402308237e-05,-0.00015484373481266543,0.0,0.004207267924318641,0.0024281224149294983,0.0022501365558840226,0.0020640479673245636,0.0019664308676897715,0.002053277243494436,0.0019936479820493757,0.001996345074538581,0.002010791902922513,0.001964437310753139,0.0019365991431710393,0.0019618226046328718,0.002039233818133522,0.0020690563397932384,0.002067909659987882,0.0019798045266139212,0.0019735042046228357,0.0019437761884568594,0.0019691849788861892,0.0018526933537392485,0.0019877904016586995,0.0020078538236217146,0.001989346232022151,0.0
2.055,500.0,0.004405406587603657,0.0009414065918303294,5.9806591223988904e-05,0.00021340659420457088,-4.8993407221850306e-05,-0.00021859340703447573,-0.00023779340807011807,-0.00024099340844584561,-6.49934076252876e-05,-0.00021059340389255254,-0.0001977934054666548,-0.00016419340639329505,1.660659116824803e-05,-0.0001513934061258624,-0.00012739340524163368,-3.2993404900814483e-05,-0.00021859340817608343,-0.00019779340723361115,3.740659144970948e-05,0.0001782065926410823,1.3406593470072891e-05,-0.00013219340378562095,-0.00014979340847639833,0.0,0.00386828363803429,0.002492383960034274,0.0020262021669860252,0.0020219950673157922,0.002043936888666123,0.001993646795478547,0.002068807380930845,0.0020064184298629276,0.0020470556972784597,0.0020040144031077396,0.0020177624514053217,0.001872320655791496,0.0019446489608350083,0.001954878386955248,0.001927678121298625,0.0019764442959713845,0.001981707721592439,0.001955807324109413,0.0019761263207762666,0.002074598948893311,0.0021168522005234605,0.0019888246547049996,0.0020837163692193545,0.0
