Spin Correlations values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9
2.0,500.0,0.0019344523317932883,-0.00036554768622023914,-0.0003655476878547077,-0.0004955476805543028,-0.00028554767679816,-0.0006455476836480401,-0.0004755476840915875,-0.0006455476894932559,0.0,0.006378680665395925,0.004310454195852404,0.00387363288169145,0.004171938797249206,0.003983915694141533,0.003987717996294778,0.003934333590728846,0.004014274806083179,0.0
2.01,500.0,0.0023238023826306744,-3.619762553353212e-05,-0.00032619762744332806,-0.0006461976296377543,-0.000556197615666754,-0.00033619762281117003,-0.00047619762390663565,-0.0007261976292617405,0.0,0.00687858703003574,0.00448973175062645,0.004343743506586576,0.003922810105093754,0.0040453868350548115,0.004124014916714446,0.004447274413075952,0.0040641906220523554,0.0
2.02,500.0,0.0020144535994913895,0.0004744535833061647,-0.00022554641688999765,-0.00023554642002797266,-0.00022554641886905812,-0.0004955464180780211,-0.0005755464177596252,-0.0006255464211234382,0.0,0.006240698618378297,0.0046679455458363385,0.004287650936673435,0.003814818311675903,0.0038872147256548703,0.003648871500994923,0.003999322424645451,0.004245294109552426,0.0
2.03,500.0,0.0017253536307626901,-0.00039464636287405596,-0.0005446463734329256,-0.00028464636910634764,-0.0008346463731936922,-0.0005146463726529404,-0.0004546463679742061,-0.0004846463775435481,0.0,0.006039922239181207,0.003818604549159017,0.0038748326371114807,0.003853887133794535,0.003829273162016479,0.0037247283764781478,0.003839239916878478,0.004140359272587215,0.0
2.04,500.0,0.0029704052254013293,0.0004304052113115802,-0.0004595947882262408,-0.0006595947910277857,-0.0006995947981710273,-0.0007895947905283691,-0.0006995947857052798,-0.0006295947932606367,0.0,0.008054876538858613,0.004944648129167774,0.0045133178366915895,0.004147012748270642,0.004137430405228535,0.0038192018083253016,0.00414473634778121,0.004540856363865812,0.0
2.05,500.0,0.00277145489544214,-3.854512164472368e-05,-0.0007685451217855785,-0.0005385451242588247,-0.0003585451292862203,-0.0005385451274701438,-0.000738545125662796,-0.0005185451174642495,0.0,0.007245742167580133,0.004882596361444295,0.004289293250567657,0.00450090708624514,0.004671685254791607,0.004067205723224698,0.004101615352710259,0.004534458028383386,0.0
2.06,500.0,0.003439154402148553,0.00024915439022820605,-0.0004508456106082406,-0.0004108456149656661,-0.00038084561804659246,-0.0008808456109068458,-0.0009308456179284335,-0.0008008456238079944,0.0,0.009047297353857635,0.00517718221392897,0.004213433266561137,0.004814402317680419,0.0050689451827201784,0.003945169992655381,0.004443622045774165,0.004626217354428247,0.0
2.07,500.0,0.00380915497865702,0.00028915497639274434,-0.0005008450406271833,-0.0005008450400643127,-0.0006008450356993152,-0.0005808450435585186,-0.0005108450409566387,-8.450462826345984e-07,0.0,0.011092409400748238,0.0069275212608716314,0.005337254167101846,0.00477124607941806,0.004821318757210129,0.004725805907821601,0.004849964682206223,0.0056130757503200365,0.0
2.08,500.0,0.0036343040486774354,0.00041430402593628204,-0.0004256959686277071,-0.0005556959606387082,-0.0008156959605368499,-0.00047569596513350376,-0.0005656959630054316,-0.000605695963828488,0.0,0.009364523046148807,0.005834404714148668,0.004966308668692238,0.004960506486393738,0.004351387385613187,0.005089220559218279,0.005043504520037969,0.005232550484323047,0.0
2.09,500.0,0.004025155776946334,0.0004851557520776808,-0.00012484423678485256,-0.0003448442357586643,-0.0010048442399670705,-0.0007848442315548993,-0.0010448442306817895,-0.000754844227675946,0.0,0.011028316783249842,0.007429182099520555,0.005737165215481142,0.005308317227065206,0.00476811517612837,0.00481940542752253,0.0046691505389781516,0.0051483836930236795,0.0
2.1,500.0,0.003952703449690006,0.00013270342945120463,-0.0009472965756239162,-0.001057296565326986,-0.0007072965572693022,-0.0006472965755773501,-0.0004672965643310505,-0.0006572965632134711,0.0,0.010157586523141127,0.0061752153328814095,0.005031949237031032,0.004887743674467705,0.005521652961987664,0.005451322391809797,0.005079472169623757,0.005205033776943519,0.0
2.11,500.0,0.004584954881646538,0.00045495485653052016,-0.0007850451492617267,-0.0006050451413425719,-0.0006250451427098724,-0.0007150451424007897,-0.000945045156182033,-0.0007650451383146119,0.0,0.011024643798586918,0.0062028270447176525,0.005000772312273036,0.005191963067785832,0.00569731248064397,0.005363136566257681,0.0055303640621872695,0.005837912207212392,0.0
2.12,500.0,0.003221004419722007,-5.899559432001666e-05,-0.0009689955952012781,-0.0007689956024318363,-0.001078995595774039,-0.0007389956018846817,-0.0007489955888607227,-0.0006489956032904019,0.0,0.0077583807413865846,0.005082797032722909,0.004880761346202158,0.004592267523942876,0.004836895910134007,0.004972793400953373,0.005238155673816636,0.005247387885989162,0.0
2.13,500.0,0.004279603793925482,0.0005196037894964505,-0.0005903962110134487,-0.0008003962169954448,-0.000470396208883038,-0.0008603962069330891,-0.0011103961946803765,-0.0009403962189500632,0.0,0.010017571341343331,0.006252738482457018,0.0051667340630637635,0.00519009264236263,0.005188826713199754,0.005469362745966664,0.005392981043522669,0.005573766852909855,0.0
2.14,500.0,0.0039029074047715324,-4.7092616063899584e-05,-0.0008870926210965493,-0.0008370926166937167,-0.0008470926119305915,-0.0008470926183613586,-0.0012070926249982037,-0.0015370926256833002,0.0,0.00898037276012665,0.006248359204066192,0.005315660932891019,0.005460584730135945,0.005213175055439524,0.005446619772189615,0.005497647642668492,0.0055482042414720795,0.0
2.15,500.0,0.005161505533876472,0.0010415055075031602,-0.0008984944940719544,-0.0007084944841102825,-0.0009484944897139442,-0.0010184944902343104,-0.0007684944993007434,-0.0009484945041098527,0.0,0.01223228050167993,0.007207399308993595,0.00587912077107153,0.005692313161212721,0.005972037761076314,0.005838624556194,0.005959052151780032,0.006189808339257794,0.0
2.16,500.0,0.004650456180154563,0.0002504561488004171,-0.00013954384591606582,-0.0010595438493724316,-0.0010195438466390101,-0.0014095438392984292,-0.0013695438516256502,-0.0012195438356191204,0.0,0.010498554188935612,0.007167398732635896,0.0057057323092041595,0.0060982959804118395,0.005704067439543945,0.005536926701583782,0.005797776505700254,0.0064932716231062585,0.0
2.17,500.0,0.004837903832195586,0.0007279038156541304,-0.00025209619892340384,-0.0007820961799121947,-0.000932096201637627,-0.0012320961883202912,-0.0009320961880798962,-0.001112096193238841,0.0,0.010076838948160534,0.007028913066691676,0.006307169858288985,0.006112468371868828,0.005871552037815225,0.00553898529001525,0.005893395975807245,0.006139353653596083,0.0
2.18,500.0,0.004912554388588163,2.5543638615559418e-06,-0.001247445643875409,-0.001207445644469132,-0.000797445647356227,-0.001007445639563393,-0.0012574456492206209,-0.0012174456389434738,0.0,0.00982561983013996,0.006626269630317592,0.006089197723381663,0.005973192454878204,0.006501463706384349,0.005838579048197294,0.006162613037060367,0.006308587789239366,0.0
2.19,500.0,0.0054985548683698085,0.0005085548891202549,-0.0006614451329136628,-0.0011414451241982349,-0.0009814451285463548,-0.0010014451307861804,-0.0012214451202418601,-0.0015514451209223026,0.0,0.01192686569086423,0.007915212846301077,0.007165487477912114,0.006681491809707789,0.006708687935349697,0.006596652648883546,0.0059752640260545345,0.006823100701852163,0.0
2.2,500.0,0.005939155148331174,0.00030915513375598635,-0.00048084487045825595,-0.001360844872946636,-0.0010208448604692392,-0.0011108448676689449,-0.00035084487246700744,-0.00040084486428243335,0.0,0.011812548932152708,0.007282496467955117,0.006122917163436313,0.0063684331366447525,0.006431111535108204,0.006363162515020999,0.006899981115736193,0.006827675771758968,0.0
2.21,500.0,0.0063885561748454195,0.00043855618237049045,-0.0006014438225602703,-0.0013314438099111712,-0.0014014438349317189,-0.0017514438327361362,-0.001701443832859539,-0.0013814438245294482,0.0,0.01250166440301991,0.0074173694945888664,0.006313950200113196,0.006076017579971149,0.006154480837108602,0.0061475703194509,0.00579122408997856,0.006358798628000263,0.0
2.22,500.0,0.006634205938097423,0.0009442059441486919,-0.0007657940484508003,-0.0011857940524461626,-0.0011057940325321525,-0.0008857940282143133,-0.0012257940543844725,-0.0015157940567360696,0.0,0.013339027619275497,0.007537321358359323,0.0068782126714323315,0.006993866042015605,0.007008815009398644,0.007273557513980509,0.006908957095627673,0.007153747770618884,0.0
